LocationType,Location_Name,StNumber,StNumberFraction,StDirection,StName,StSuffix,StSuffixDirection,AddressType,AddressTypeValue,CrossStDirection,CrossStName,CrossStSuffix,CrossStSuffixDirection,City,State,Zip,Website,Phone,CouncilDistrict,X,Y
Parks,Vernon Branch Library Pocket Park,4501,,S,Central,Ave,,,,,,,,"Los Angeles, CA 90011
(34.0029, -118.256)",CA,90011,,(310) 548-7675,9,34.002885,-118.256336
Swimming Pools - Year Round,Glassell Park Pool,3704,,,Verdugo,Rd,,,,,,,,"Los Angeles, CA 90065
(34.117, -118.233)",CA,90065,http://www.laparks.org/dos/aquatic/facility/glassellPool.htm,(323) 226-1670,1,34.117004,-118.233037
Parks,Rustic Canyon Park,,,,Sullivan Fire,Rd,,,,,,,,"Los Angeles, CA 90049
(34.0685, -118.51)",CA,90049,,(310) 836-1040,11,34.068454,-118.510444
Swimming Pools - Summer,Mar Vista Pool,11655,,,Palms,Blvd,,,,,,,,"Los Angeles, CA 90066
(34.0168, -118.429)",CA,90066,http://www.laparks.org/dos/aquatic/facility/marVistaPool.htm,(310) 390-2016,11,34.016834,-118.428747
Senior Centers,Jim Gilliam Senior Citizen Center,4000,,S,La Brea,Ave,,,,,,,,"Los Angeles, CA 90008
(34.0124, -118.353)",CA,90008,http://www.laparks.org/dos/senior/facility/jimGilliamSCC.htm,(323) 291-5928,10,34.012395,-118.353138
Recreation Centers,Central Park Recreation Center,1357,,E,22nd,St,,,,,,,,"Los Angeles, CA 90011
(34.0208, -118.251)",CA,90011,http://www.laparks.org/dos/reccenter/facility/centralParkRC.htm,(213) 485-4435,9,34.020754,-118.251107
Golf Courses,Wilson Golf Course,4730,,,Crystal Springs,Dr,,,,,,,,"Los Angeles, CA 90027
(34.1438, -118.29)",CA,90027,http://www.golf.lacity.org/cdp_wilson.htm,(323) 663-2555,4,34.143758,-118.289517
Parks,Griffith Park - Lake Hollywood Park,3160,,,Canyon,Dr,,,,,,,,"Los Angeles, CA 90027
(34.1268, -118.326)",CA,90027,http://www.laparks.org/dos/parks/facility/lakeHollywoodPk.htm,(323) 666-5046,4,34.126773,-118.326239
Public Computer Centers,Claude Pepper Senior Citizen Center - Public Computer Center,1726,,S,La Cienega,Blvd,,,,,,,,"Los Angeles, CA 90035
(34.0453, -118.376)",CA,90035,http://www.laparks.org/btop/lynda.htm,(310) 559-9677,10,34.045254,-118.376364
Senior Centers,James Slauson Senior Citizen Center,5306,,S,Compton,Ave,,,,,,,,"Los Angeles, CA 90011
(33.9946, -118.248)",CA,90011,http://www.laparks.org/dos/senior/facility/slausonSCC.htm,(323) 846-5392,9,33.99462127,-118.2476422
Recreation Centers,Eagle Rock Youth Center,1102,,,Eagle Vista,Dr,,,,,,,,"Los Angeles, CA 90041
(34.1436, -118.188)",CA,90041,http://www.laparks.org/dos/reccenter/facility/eagleRockRC.htm,(323) 341-5658,14,34.14363983,-118.1882212
Recreation Centers,Mar Vista Recreation Center,11430,,,Woodbine,Ave,,,,,,,,"Los Angeles, CA 90066
(34.018, -118.429)",CA,90066,http://www.laparks.org/dos/reccenter/facility/marVistaRC.htm,(310) 398-5982,11,34.017986,-118.428674
Senior Centers,Betty Hill Senior Citizen Center,3571,,S,Denker,Ave,,,,,,,,"Los Angeles, CA 90018
(34.0231, -118.304)",CA,90018,http://www.laparks.org/dos/senior/facility/bettyHillSCC.htm,(323) 733-1946,8,34.023118,-118.304486
Swimming Pools - Summer,Hansen Dam Aquatic Center,11798,,,Foothill,Blvd,,,,,,,,"Los Angeles, CA 91342
(34.2707, -118.389)",CA,91342,http://www.laparks.org/hansen/index.htm,(818) 899-3779,7,34.270672,-118.389353
Swimming Pools - Year Round,Hansen Dam Recreational Lake,11798,,,Foothill,Blvd,,,,,,,,"Los Angeles, CA 91342
(34.2706, -118.389)",CA,91342,http://www.laparks.org/hansen/index.htm,(818) 899-3779,7,34.270611,-118.389149
Swimming Pools - Year Round,Rancho Cienega - Celes King III Pool,5001,,,Rodeo,Rd,,,,,,,,"Los Angeles, CA 90016
(34.0221, -118.351)",CA,90016,http://www.laparks.org/dos/aquatic/facility/celesKingIIIPool.htm,(213) 847-3406,10,34.022129,-118.351389
